brand_norm,cluster_id,canonical_model_norm,members,total
RESPIRONICS,12,171,171,8
RESPIRONICS,13,REMSTAR N171,REMSTAR N171,7
RESPIRONICS,14,SERIE M LA101,SERIE M LA101,7
RESPIRONICS,15,CA-300,CA-300,5
RESPIRONICS,16,SLEEP EASY,SLEEP EASY,3
RESPIRONICS,17,LA-651,LA-651,2
RESPIRONICS,18,PLUS,PLUS,2
RESPIRONICS,19,C-FLEX,C-FLEX,2
RESPIRONICS,20,DORMA 100,DORMA 100,2
RESPIRONICS,21,LA651S,LA651S,2
RESPIRONICS,22,REMSTAR SERIE M,REMSTAR SERIE M,2
RESPIRONICS,23,AUTO SV,AUTO SV,1
RESPIRONICS,24,SERIE M PLUS,SERIE M PLUS,1
RESPIRONICS,25,PLUS SERIE M,PLUS SERIE M,1
RESPIRONICS,26,VIRTUOSO,VIRTUOSO,1
RESPIRONICS,27,BI-PAP PRO,BI-PAP PRO,1
RESPIRONICS,28,EMERSON,EMERSON,1
RESPIRONICS,29,RESMED,RESMED,1
RESPIRONICS,30,425 ST,425 ST,1
RESPIRONICS,31,M SERIES,M SERIES,1
RESPIRONICS,32,A-FLEX,A-FLEX,1
RESPIRONICS,33,C/C-FLEX,C/C-FLEX,1
RESPIRONICS,34,BPAP ST,BPAP ST,1
RESPIRONICS,35,PHILIPS,PHILIPS,1
RESPIRONICS,36,PLUG,PLUG,1
RESPIRONICS,37,VIRTUOSO LX,VIRTUOSO LX,1
RESPIRONICS,38,DORMA,DORMA,1
RESPIRONICS,39,AVAPS,AVAPS,1
RESPIRONICS,40,NICO2,NICO2,1
RESPIRONICS,41,SLEEP,SLEEP,1
RESPIRONICS,42,RESMART SERIE M,RESMART SERIE M,1
RESPIRONICS,43,LA6515,LA6515,1
RESPIRONICS,44,450 P,450 P,1
RESPIRONICS,45,EVER GO,EVER GO,1
RESPIRONICS,46,REMSTAR 150 P,REMSTAR 150 P,1
RESPIRONICS,47,251P,251P,1
RESPIRONICS,48,LA-651HS,LA-651HS,1
RESPIRONICS,49,SOLO LX,SOLO LX,1
RESPIRONICS,50,G51P,G51P,1
REUSABLE,1,Y,Y,1
RHOMICROM,1,,,1
RHOMICRON,1,,,2
RHOMICRON,2,748,748,1
ROSCH,1,M-15,M-15,1
ROSCH,2,,,1
S9,1,,,1
SAMARITAN,1,ST-1000 SET,ST-1000 SET,1
SAMRONIC,1,ST-6000,ST-6000,2
SAMTRONIC,1,ST-1000 SET,ST-1000 SET,630
SAMTRONIC,2,ST-1000,ST-1000,341
SAMTRONIC,3,ST-6000,ST-6000,301
SAMTRONIC,4,ST-550 T2,ST-550 T2,176
SAMTRONIC,5,ST-7000,ST-7000,20
SAMTRONIC,6,ST MIL SET,ST MIL SET,10
SAMTRONIC,8,ST-1000 V4 0,ST-1000 V4 0 | ST-1000 4 0,6
SAMTRONIC,7,,,5
SAMTRONIC,9,ICATU,ICATU,3
SAMTRONIC,10,ST-550,ST-550,2
SAMTRONIC,11,MGBIO,MGBIO,1
SAMTRONIC,12,ST-1000 E,ST-1000 E,1
SAMTRONIC,13,N-560,N-560,1
SAMTRONIC,14,0,0,1
SATLITE,1,TRANS,TRANS,1
SCHILLER,1,AT-1,AT-1,3
SCHILLER,2,,,1
SECHRIST,1,IV-100,IV-100,10
SECHRIST,2,,,5
SEGALINI,1,5 PATAS,5 PATAS,3
SERIE M,1,,,1
SERIE M,2,PLUS,PLUS,1
SILFAB,1,N-33A,N-33A,420
SILFAB,2,N33,N33,80
SILFAB,3,,,25
SILFAB,4,ELECTRICO,ELECTRICO,2
SILFAB,5,PICCOLO,PICCOLO,1
SILFAB,6,N26A,N26A,1
SILFAB,7,N8VP,N8VP,1
SILFAB,8,N-35A,N-35A,1
SILFAB,9,07-0195-11A,07-0195-11A,1
SILFAB,10,N-33V,N-33V,1
SIN MARCA,1,SIN MODELO,SIN MODELO,9
SLEEP,1,,,1
SULLIVAN,1,V PAP2ST,V PAP2ST,1
SULLIVAN,2,RESMED,RESMED,1
SUNRISE,1,,,3
SUNRISE,2,DEVILBIS,DEVILBIS,2
SYSTEL VITA,1,RESMART,RESMART,1
TAEMA,1,,,1
TANGO,1,,,4
TRANQUILITY,1,HEATDYNE,HEATDYNE,1
TRANSCEND,1,,,1
TRONIC,1,12 V 3A,12 V 3A,1
TRONIC,2,SW-1250,SW-1250,1
TRONIK,1,,,10
TRONIK,2,A-550,A-550,9
TRONIK,3,1230W,1230W,9
TRONIK,4,MOVIVAC A-550,MOVIVAC A-550,4
TRONIK,5,SW-1250,SW-1250,2
TRONIK,6,SW1230,SW1230,2
TRONIK,7,MOVIVAV A-550,MOVIVAV A-550,1
VACUM,1,,,1
VACUMAX,1,,,18
VACUMAX,2,EASY GO,EASY GO,6
VACUMAX,3,605,605,3
VACUMAX,4,VACUMAX,VACUMAX,1
VACUMAX,5,VACU-120,VACU-120,1
VACUMAX,6,A-800,A-800,1
VACUUM,1,EASYGO VAC,EASYGO VAC,6
VALEYLAB,1,FORCE 2,FORCE 2,1
VASYS,1,ORION,ORION,1
VIASYS,1,ORION,ORION,40
VISION AIRE,1,5,5,1
VOLUMED,1,HVP-5005,HVP-5005,1
VYASIS,1,ORION,ORION,4
VYASSIS,1,ORION,ORION,1
WECHALLYN,1,PIC,PIC,1
WEINMANN,1,,,1
WELCH ALLIN,1,PIC,PIC,1
WELCH ALLYN,1,PIC,PIC,1
WELCHALLYN,1,PIC,PIC,2
WELLCH ALLEN,1,PIC,PIC,5
WEROS,1,UROTOM 4004,UROTOM 4004,1
WEROS,2,4004,4004,1
WEROS,3,UROTOM-95-1,UROTOM-95-1,1
XXXA,1,X,X,1
XXXA,2,,,1
YAMIND,1,DM26-20C,DM26-20C,11
YAMIND,2,DM26,DM26,6
YAMIND,3,DM28,DM28,1
YUWELL,1,,,8
YUWELL,2,9F-5,9F-5,3
YUWELL,3,7F-10,7F-10,1
YUWELL,4,9F-S,9F-S,1
YUWELL,5,97-5,97-5,1
YUWELL,6,7F-5 MINI,7F-5 MINI,1
YUWELL,7,5L,5L,1
YUWELL,8,SPIRIT,SPIRIT,1
YUWELL,9,7A-23B,7A-23B,1
YUWELL,10,7E-G,7E-G,1
