device_id,alquilado,alquiler_a,n_de_control,numero_serie
26697,True,ALCLA S.A.C.I.F.I.A.,MG 4419,MG 4419
23757,True,JORGE AGUSTIN,MG 3441,MG 3441
25399,True,JORGE AGUSTIN,MG 4233,MG 4233
27016,True,PERELETEGUI ADRIAN MATIAS,MG 4463,MG 4463
27152,True,AYRES SALUD S.R.L.,MG 4365,MG 4365
26498,True,JORGE AGUSTIN,MG 5637,MG 5637
26781,True,OXIGENOTERAPIA LOMAS S.R.L.,MG 5581,MG 5581
26957,True,JORGE AGUSTIN,MG 6107,MG 6107
27610,True,JORGE AGUSTIN,MG 6722,MG 6722
28154,True,SUCESION DE SLOBINSKY EMILIO ENRIQUE,MG 7090,MG 7090
28565,True,ORTOPEDIA INTEGRAR S.R.L.,MG 4987,MG 4987
26989,True,JORGE AGUSTIN,MG 4717,MG 4717
28636,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 7103,MZJ10S72892
27414,True,ORTOPEDIA INTEGRAR S.R.L.,MG 5326,MG 5326
27606,True,JORGE AGUSTIN,MG 5145,MG 5145
26188,True,JORGE AGUSTIN,MG 5463,MG 5463
25905,True,JORGE AGUSTIN,MG 2826,MG 2826
22082,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 1191,MG 1191
24838,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 5531,MG 5531
22157,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 1686,MG 1686
24836,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 3803,MG 3803
23560,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 3435,MG 3435
24738,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 7074,MG 7074
28351,True,JORGE AGUSTIN,MG 6733,MG 6733
23704,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 6699,MG 6699
22069,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 4947,MG 4947
26235,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 6928,MG 6928
23488,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 6339,MG 6339
23942,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 0387,MG 0387
23943,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 3135,MG 3135
19971,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 3415,MG 3415
24024,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 6925,MG 6925
24012,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 7002,MG 7002
26233,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 2255,MG 2255
26233,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 2255,MG 2255
24753,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 2773,MG 2773
27843,True,PERELETEGUI ADRIAN MATIAS,MG 4417,MG 4417
23557,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 3427,MG 3427
23556,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 1325,MG 1325
26147,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 4043,MG 4043
22663,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 6405,MG 6405
22667,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 6408,MG 6408
23222,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 6521,MG 6521
22683,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 6517,MG 6517
28360,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 6433,MG 6433
27618,True,1170 COCUZZA S.R.L.,MG 4928,MG 4928
25841,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 4994,MG 4994
23225,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 4769,MG 4769
23887,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 4718,MG 4718
23349,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 5036,MG 5036
23210,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 4586,MG 4586
23220,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 4711,MG 4711
28565,True,JORGE AGUSTIN,MG 4987,MG 4987
23266,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 4921,MG 4921
28434,True,1170 COCUZZA S.R.L.,MG 4745,MG 4745
23219,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 4766,MG 4766
28628,True,MARTIN ARRIOLA,MG 4722,MZJ5S121812
23209,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 4540,MG 4540
23888,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 4577,MG 4577
24356,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 4389,MG 4389
27452,True,ORTOPEDIA INTEGRAR S.R.L.,MG 4572,MG 4572
28367,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 4242,MG 4242
23345,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 5346,MG 5346
23338,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 5475,MG 5475
23346,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 5347,MG 5347
24920,True,OXIGENOTERAPIA LOMAS S.R.L.,MG 7275,ES122A01265
25955,True,OXIGENOTERAPIA LOMAS S.R.L.,MG 7133,MG 7133
28066,True,OXIGENOTERAPIA LOMAS S.R.L.,MG 3162,MG 3162
26745,True,OXIGENOTERAPIA LOMAS S.R.L.,MG 5064,MG 5064
27817,True,OXIGENOTERAPIA LOMAS S.R.L.,MG 6984,MG 6984
28194,True,OXIGENOTERAPIA LOMAS S.R.L.,MG 3986,MG 3986
16055,True,OXIGENOTERAPIA LOMAS S.R.L.,MG 0242,MG 0242
26781,True,JORGE AGUSTIN,MG 5581,MG 5581
26746,True,OXIGENOTERAPIA LOMAS S.R.L.,MG 4002,MG 4002
24227,True,OXIGENOTERAPIA LOMAS S.R.L.,MG 6511,MG 6511
27520,True,NOVAMED S.A.,MG 5010,MG 5010
28435,True,MARTIN ARRIOLA,MG 4765,MG 4765
26582,True,1170 COCUZZA S.R.L.,MG 7016,MG 7016
28196,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 4439,MG 4439
24256,True,OXIGENOTERAPIA LOMAS S.R.L.,MG 4598,MG 4598
27319,True,OXIGENOTERAPIA LOMAS S.R.L.,MG 3561,MG 3561
25756,True,OXIGENOTERAPIA LOMAS S.R.L.,MG 3830,MG 3830
25584,True,OXIGENOTERAPIA LOMAS S.R.L.,MG 5147,MG 5147
28438,True,OXIGENOTERAPIA LOMAS S.R.L.,MG 5522,MG 5522
26672,True,OXIGENOTERAPIA LOMAS S.R.L.,MG 2155,MZJ5S122155
26733,True,SUCESION DE SLOBINSKY EMILIO ENRIQUE,MG 2302,MG 2302
19205,True,OXIGENOTERAPIA LOMAS S.R.L.,MG 2185,MG 2185
18347,True,OXIGENOTERAPIA LOMAS S.R.L.,MG 2928,MG 2928
27470,True,ALCLA S.A.C.I.F.I.A.,MG 7206,MG 7206
26269,True,ETICA S.A.,MG 0008,MG 0008
26867,True,NOVAMED S.A.,MG 0580,MG 0580
26790,True,OXICASTHOMECARE S.R.L.,MG 7334,ES122607237
27841,True,OXICASTHOMECARE S.R.L.,MG 4407,MG 4407
26569,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 6500,MG 6500
27520,True,OXIGENOTERAPIA LOMAS S.R.L.,MG 5010,MG 5010
26521,True,OXICASTHOMECARE S.R.L.,MG 4741,MG 4741
26282,True,ORTOPEDIA INTEGRAR S.R.L.,MG 4982,MG 4982
28212,True,SIM ELECTRO MEDICINA,MG 5016,MG 5016
23617,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 4576,MG 4576
28199,True,OXICASTHOMECARE S.R.L.,MG 4574,MG 4574
26686,True,BIOMEDIX SAS,MG 6791,MG 6791
25243,True,OXICASTHOMECARE S.R.L.,MG 3562,MG 3562
25441,True,OXICASTHOMECARE S.R.L.,MG 3756,MG 3756
25608,True,OXICASTHOMECARE S.R.L.,MG 6869,MG 6869
26238,True,OXICASTHOMECARE S.R.L.,MG 5107,MG 5107
26536,True,OXICASTHOMECARE S.R.L.,MG 5492,MG 5492
24918,True,OXICASTHOMECARE S.R.L.,MG 7004,MG 7004
16273,True,OXICASTHOMECARE S.R.L.,MG 1730,5135166
26082,True,OXICASTHOMECARE S.R.L.,MG 1482,MG 1482
22602,True,OXICASTHOMECARE S.R.L.,MG 1602,MG 1602
22588,True,OXICASTHOMECARE S.R.L.,MG 1944,MG 1944
25434,True,OXICASTHOMECARE S.R.L.,MG 1991,MG 1991
27731,True,OXICASTHOMECARE S.R.L.,MG 2296,MG 2296
27518,True,SIMPLE SALUD SA,MG 2230,MG 2230
25853,True,OXICASTHOMECARE S.R.L.,MG 2508,MG 2508
25287,True,OXICASTHOMECARE S.R.L.,MG 3175,MG 3175
27472,True,SIMPLE SALUD SA,MG 2847,MG 2847
19517,True,OXICASTHOMECARE S.R.L.,MG 0590,532
20946,True,OXICASTHOMECARE S.R.L.,MG 0060,60
22388,True,SICOMED S.A.,MG 0917,G3GA020917
28561,True,BM MEDICAL S.R.L.,MG 4202,MG 4202
26030,True,RESPILIFE S.R.L.,MG 7239,MG 7239
27166,True,SC PILAR S.A.,MG 7237,MG 7237
25203,True,RESPILIFE S.R.L.,MG 1538,MG 1538
25503,True,RESPILIFE S.R.L.,MG 3864,MG 3864
25832,True,RESPILIFE S.R.L.,MG 3865,MG 3865
24814,True,RESPILIFE S.R.L.,MG 7180,D3*1523
26555,True,ARIEL YACOBONE,MG 6535,G-02806535
27375,True,ORTOPEDIA INTEGRAR S.R.L.,MG 5019,MG 5019
27618,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 4928,MG 4928
27619,True,ORTOPEDIA INTEGRAR S.R.L.,MG 5011,MG 5011
27617,True,ORTOPEDIA INTEGRAR S.R.L.,MG 4546,MG 4546
27616,True,NOVAMED S.A.,MG 4931,MG 4931
28418,True,ANDREOLI EDUARDO GABRIEL,MG 4538,MG 4538
27622,True,ANDREOLI EDUARDO GABRIEL,MG 5108,MG 5108
27681,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 5507,MG 5507
27623,True,TECNO AGRO VIAL S.A.,MG 7347,MG 7347
23240,True,VITAL FLOW S.A.S,MG 2676,MG 2676
21228,True,VITAL FLOW S.A.S,MG 3187,MG 3187
22811,True,VITAL FLOW S.A.S,MG 3808,MG 3808
26192,True,VITAL FLOW S.A.S,MG 3829,MG 3829
27374,True,ORTOPEDIA INTEGRAR S.R.L.,MG 7085,MG 7085
27375,True,TECNO AGRO VIAL S.A.,MG 5019,MG 5019
27618,True,TECNO AGRO VIAL S.A.,MG 4928,MG 4928
26582,True,OXIGENOTERAPIA LOMAS S.R.L.,MG 7016,MG 7016
27616,True,TECNO AGRO VIAL S.A.,MG 4931,MG 4931
28418,True,TECNO AGRO VIAL S.A.,MG 4538,MG 4538
27745,True,BIOMEDIX SAS,MG 4590,MG 4590
26686,True,OXICASTHOMECARE S.R.L.,MG 6791,MG 6791
26971,True,BIOMEDIX SAS,MG 6768,MG 6768
28680,True,ARIEL YACOBONE,MG 7096,MZJ10S572906
27622,True,TECNO AGRO VIAL S.A.,MG 5108,MG 5108
26912,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 1485,MG 1485
16113,True,BIOTRUST SERVICES TECHNOLOGY S.A,MG 2775,MG 2775
16068,True,BIOTRUST SERVICES TECHNOLOGY S.A,MG 3414,MG 3414
15880,True,BIOTRUST SERVICES TECHNOLOGY S.A,MG 3311,MG 3311
15596,True,BIOTRUST SERVICES TECHNOLOGY S.A,MG 3316,MG 3316
16067,True,BIOTRUST SERVICES TECHNOLOGY S.A,MG 3422,MG 3422
28636,True,JORGE AGUSTIN,MG 7103,MZJ10S72892
24932,True,BRAHIM JUAN MANUEL,MG 7131,MG 7131
19183,True,CASA HOSPITAL SAN JUAN DE DIOS,MG 2480,MG 2480
24352,True,CASA HOSPITAL SAN JUAN DE DIOS,MG 0010,765-10
20375,True,DOMICILIO SALUD SRL,MG 0814,MG 0814
16749,True,DOMICILIO SALUD SRL,MG 1945,MG 1945
17830,True,DOMICILIO SALUD SRL,MG 2740,MG 2740
28351,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 6733,MG 6733
28453,True,DOMICILIO SALUD SRL,MG 4064,MG 4064
19426,True,DOMICILIO SALUD SRL,MG 1282,MG 1282
15674,True,DOMICILIO SALUD SRL,MG 3112,MG 3112
16724,True,DOMICILIO SALUD SRL,MG 3116,MG 3116
16296,True,DOMICILIO SALUD SRL,MG 3138,MG 3138
19464,True,DOMICILIO SALUD SRL,MG 6631,MG 6631
15791,True,DOMICILIO SALUD SRL,MG 3095,MG 3095
27541,True,RESPIFLOW S.A.,MG 7151,MG 7151
21823,True,DOMICILIO SALUD SRL,MG 2181,MG 2181
23145,True,DOMICILIO SALUD SRL,MG 1520,MG 1520
17829,True,DOMICILIO SALUD SRL,MG 2771,MG 2771
26495,True,AYRES SALUD S.R.L.,MG 5551,MG 5551
26470,True,DOMICILIO SALUD SRL,MG 3790,MG 3790
24189,True,DOMICILIO SALUD SRL,MG 4065,MG 4065
15491,True,DOMICILIO SALUD SRL,MG 2874,MG 2874
27627,True,SUCESION DE SLOBINSKY EMILIO ENRIQUE,MG 2833,MG 2833
22275,True,DOMICILIO SALUD SRL,MG 3479,MG 3479
24195,True,DOMICILIO SALUD SRL,MG 3659,MG 3659
22022,True,DOMICILIO SALUD SRL,MG 2494,MG 2494
26749,True,NOVAMED S.A.,MG 1295,MG 1295
15518,True,ALEXANDER FLEMING S A,MG 2951,MG 2951
16472,True,ALEXANDER FLEMING S A,MG 3546,MG 3546
27141,True,FUNDACION SANIDAD NAVAL ARGENTINA,MG 5941,2115941
28441,True,POMPIDOU BERSEL S.A.,MG 2004,MG 2004
28440,True,POMPIDOU BERSEL S.A.,MG 1967,MG 1967
27289,True,POMPIDOU BERSEL S.A.,MG 2837,MG 2837
24702,True,ST BIOMEDICA S.R.L.,MG 6870,MG 6870
28065,True,MARTIN ARRIOLA,MG 4370,MG 4370
26838,True,ESCALANTE HUGO OMAR,MG 4685,MG 4685
27743,True,MARTIN ARRIOLA,MG 6537,MG 6537
28111,True,MARTIN ARRIOLA,MG 6436,MG 6436
28435,True,OXIGENOTERAPIA LOMAS S.R.L.,MG 4765,MG 4765
28434,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 4745,MG 4745
28628,True,LA VIE INSUMOS Y SERVICIOS S.R.L.,MG 4722,MZJ5S121812
28113,True,MARTIN ARRIOLA,MG 5025,MG 5025
28214,True,TU TIENDA DIGITAL S.A.S.,MG 4201,MG 4201
28680,True,BIOMEDIX SAS,MG 7096,MZJ10S572906
27545,True,LANCET CORP. ARGENTINA S.R.L.,MG 7132,MG 7132
28114,True,MARTIN ARRIOLA,MG 5121,MG 5121
27681,True,TECNO AGRO VIAL S.A.,MG 5507,MG 5507
27066,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 3496,MG 3496
26533,True,SUCESION DE SLOBINSKY EMILIO ENRIQUE,MG 5113,MG 5113
26162,True,SUCESION DE SLOBINSKY EMILIO ENRIQUE,MG 5128,MG 5128
26164,True,SUCESION DE SLOBINSKY EMILIO ENRIQUE,MG 5508,MG 5508
25936,True,SUCESION DE SLOBINSKY EMILIO ENRIQUE,MG 7005,MG 7005
27450,True,NOVAMED S.A.,MG 7303,MG 7303
26757,True,ARCOS MARCELO FABIO,MG 6863,MG 6863
26477,True,NATIVA S.R.L.,MG 1562,MG 1562
26478,True,NATIVA S.R.L.,MG 3869,MG 3869
25127,True,NATIVA S.R.L.,MG 6499,MG 6499
24971,True,NATIVA S.R.L.,MG 4585,MG 4585
25009,True,NATIVA S.R.L.,MG 5460,MG 5460
26560,True,NOVAMED S.A.,MG 0355,MG 0355
26559,True,NOVAMED S.A.,MG 2094,MG 2094
25911,True,RESPIFLOW S.A.,MG 1292,MG 1292
28014,True,NOVAMED S.A.,MG 0318,MG 0318
26016,True,RESPIFLOW S.A.,MG 7225,MG 7225
24839,True,RESPIFLOW S.A.,MG 6666,MG 6666
27541,True,DOMICILIO SALUD SRL,MG 7151,MG 7151
27412,True,XIPAP S.A.,MG 7156,MG 7156
28128,True,LANCET CORP. ARGENTINA S.R.L.,MG 7157,MG 7157
26719,True,ESCALANTE HUGO OMAR,MG 7160,MG 7160
27085,True,ARIEL YACOBONE,MG 7163,MG 7163
28049,True,XIPAP S.A.,MG 6697,MG 6697
27694,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 3866,MG 3866
28436,True,RESPIFLOW S.A.,MG 0568,MG 0568
28655,True,ETICA S.A.,MG 7274,A2-0075
27166,True,RESPILIFE S.R.L.,MG 7237,MG 7237
27167,True,ARIEL YACOBONE,MG 7182,MG 7182
28625,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 1678,N5140966
26368,True,DIAGNOSTIC MEDIC S.A.,MG 1812,MG 1812
27720,True,SIED SERVICIO INTEGRAL DOMICILIARIO SRL,MG 2245,MG 2245
28567,True,ORTOPEDIA INTEGRAR S.R.L.,MG 2231,MG 2231
27518,True,OXICASTHOMECARE S.R.L.,MG 2230,MG 2230
28146,True,1170 COCUZZA S.R.L.,MG 2379,MG 2379
25953,True,SIMPLE SALUD SA,MG 7213,MG 7213
28344,True,ORTOPEDIA INTEGRAR S.R.L.,MG 0642,MG 0642
28458,True,SIMPLE SALUD SA,MG 0931,N5140931
28277,True,SIMPLE SALUD SA,MG 9263,N5159263
27472,True,OXICASTHOMECARE S.R.L.,MG 2847,MG 2847
28654,True,MARTIN VILLALA JOSE DANIEL,MG 5120,MZJ5S121995
